name of city heb,city eng,street heb,,
??????              ,,??????,,
??????              ,,??????,,
??????              ,,?????,,
??????              ,,???? ????,,
??????              ,,????,,
??????              ,,???,,
??????              ,,????? ???????,,
??????              ,,????? ???????,,
??????              ,,??????,,
??????              ,,????,,
??????              ,,??????,,
??????              ,,???? ?????,,
??????              ,,??????,,
??????              ,,????? ??? ????,,
??????              ,,??????,,
??????              ,,?????,,
??????              ,,???? ????? ??????,,
??????              ,,???? ??????,,
??????              ,,???? ????,,
??????              ,,???? ??????,,
??????              ,,???? ????,,
??????              ,,??????,,
??????              ,,???? ?????,,
??????              ,,??? ???? ?????,,
??????              ,,???????,,
??????              ,,????? ???,,
??????              ,,???? ?????,,
??????              ,,???? ???????,,
??????              ,,"???? ???""?",,
??????              ,,???? ?????,,
??????              ,,???? ?????,,
??????              ,,"???? ???""?",,
??????              ,,"???? ???""?",,
??????              ,,???? ???????,,
??????              ,,"???? ????""?",,
??????              ,,???? ?????,,
??????              ,,"???? ???""?",,
??????              ,,"???? ??""?",,
??????              ,,??? ????,,
??????              ,,????,,
??????              ,,? 4 ?????,,
??????              ,,? ????? ? ?,,
??????              ,,? ????? ?,,
??????              ,,? ??? ???,,
??????              ,,? ??????,,
??????              ,,? ???????,,
??????              ,,? ??????,,
??????              ,,? ????????,,
??????              ,,? ?????????,,
??????              ,,? ????,,
??????              ,,???? ????,,
??????              ,,???? ????,,
??????              ,,???? ?????,,
??????              ,,?? ?? ??????,,
??????              ,,?? ????? ????,,
??????              ,,?? ?????,,
??????              ,,?? ???? ????,,
??????              ,,??? ????,,
??????              ,,??? ??????,,
??????              ,,???? ????,,
??????              ,,??????,,
??????              ,,???? ????,,
??????              ,,?????,,
??????              ,,????,,
??????              ,,?????,,
??????              ,,?? ??? ????,,
??????              ,,?? ???,,
??????              ,,?? ?????,,
??????              ,,?? ?????,,
??????              ,,?? ?? ???,,
??????              ,,?? ???? ?????,,
??????              ,,?? ??????,,
??????              ,,?? ??? ?????????,,
??????              ,,?? ???? ?????,,
??????              ,,?? ?????,,
??????              ,,?? ??? ??,,
??????              ,,?? ???? ???,,
??????              ,,?? ???? ????,,
??????              ,,?? ???? ?????,,
??????              ,,?? ????,,
??????              ,,?? ???? ?????,,
??????              ,,?? ???? ??????,,
??????              ,,??' ????,,
??????              ,,???? 3 ?????,,
??????              ,,????? ?? ?????,,
??????              ,,"??""? ??????? ?????",,
??????              ,,?? ???,,
??????              ,,?? ??? ??,,
??????              ,,?? ?????,,
??????              ,,?? ??,,
??????              ,,?? ???,,
??????              ,,?? ????,,
??????              ,,?? ?????,,
??????              ,,?? ????,,
??????              ,,?? ???,,
??????              ,,?? ????,,
??????              ,,?? ??????,,
??????              ,,?? ?????,,
??????              ,,?? ????,,
,,,,
?????               ,DISHON                   ,?????,,
,,,,
????                ,DALIYYA                  ,????,,
,,,,
?????               ,DALTON                   ,?????,,
,,,,
??????              ,DEMEIDE                  ,??????,,
,,,,
??                  ,DAN                      ,??,,
,,,,
????                ,DAFNA                    ,??? ????? ??????,,
????                ,,????,,
,,,,
???                 ,DEQEL                    ,???,,
???                 ,,? ???????,,
,,,,
????'??             ,Drijat,????'??,,
????'??             ,,?? 10,,
????'??             ,                         ,?? 20,,
????'??             ,,?? 30,,
????'??             ,,?? 1,,
????'??             ,,?? 2,,
????'??             ,,?? 12,,
????'??             ,,?? 22,,
????'??             ,,?? 32,,
????'??             ,,?? 3,,
????'??             ,,?? 4,,
????'??             ,,?? 14,,
????'??             ,,?? 24,,
????'??             ,,?? 34,,
????'??             ,,?? 5,,
????'??             ,,?? 6,,
????'??             ,,?? 16,,
????'??             ,,?? 26,,
????'??             ,,?? 36,,
????'??             ,,?? 7,,
????'??             ,,?? 8,,
????'??             ,,?? 18,,
????'??             ,,?? 28,,
????'??             ,,?? 38,,
????'??             ,,?? 9,,
????'??             ,,?? ?,,
,,,,
????                ,HAON                     ,????,,
,,,,
??????              ,HABONIM                  ,????,,
??????              ,,??? ???,,
??????              ,,??????,,
??????              ,,?????,,
??????              ,,??????,,
??????              ,,???? ???,,
??????              ,,??? ??,,
??????              ,,???? ????,,
??????              ,,???? ????????,,
??????              ,,???? ??????,,
??????              ,,???? ?? ?????,,
??????              ,,?????,,
,,,,
???????             ,HAGOSHERIM               ,??? ?????,,
???????             ,,???????,,
,,,,
??? ??              ,HADAR AM                 ,?????,,
??? ??              ,,?????????,,
??? ??              ,,?????,,
??? ??              ,,?????,,
??? ??              ,,??? ??,,
??? ??              ,,??????,,
??? ??              ,,????????,,
??? ??              ,,?????,,
??? ??              ,,?????,,
??? ??              ,,?????,,
??? ??              ,,??????,,
??? ??              ,,?????,,
??? ??              ,,?????,,
??? ??              ,,?????,,
??? ??              ,,?????,,
??? ??              ,,?????,,
??? ??              ,,????????,,
??? ??              ,,??????,,
??? ??              ,,?????,,
??? ??              ,,?? ????,,
??? ??              ,,?????,,
??? ??              ,,???? ????,,
,,,,
??? ?????           ,HOD HASHARON             ,????,,
??? ?????           ,,???,,
??? ?????           ,,????,,
??? ?????           ,,???? ?? ???,,
??? ?????           ,,???????? ?????,,
??? ?????           ,,???? ?????,,
??? ?????           ,,???? ????? ??? ????,,
??? ?????           ,,"??""? ???",,
??? ?????           ,,????,,
??? ?????           ,,???????,,
??? ?????           ,,????? ????,,
??? ?????           ,,????,,
??? ?????           ,,????,,
??? ?????           ,,????,,
??? ?????           ,,???? ??????,,
??? ?????           ,,??? ???,,
??? ?????           ,,??? ???,,
??? ?????           ,,????? ?????,,
??? ?????           ,,??????? ?????,,
??? ?????           ,,?????,,
??? ?????           ,,??????,,
??? ?????           ,,?? ???????,,
??? ?????           ,,??? ????,,
??? ?????           ,,????????,,
??? ?????           ,,???? ??????,,
??? ?????           ,,???? ????? ??????,,
??? ?????           ,,????? ????,,
??? ?????           ,,??? ?????,,
??? ?????           ,,???,,
??? ?????           ,,????,,
??? ?????           ,,?????????,,
??? ?????           ,,?????,,
??? ?????           ,,????,,
??? ?????           ,,???????,,
??? ?????           ,,??????,,
??? ?????           ,,??? ?? ???,,
??? ?????           ,,???????,,
??? ?????           ,,??? ????,,
??? ?????           ,,??? ???,,
??? ?????           ,,"?? ??""? ?????",,
??? ?????           ,,?? ??????,,
??? ?????           ,,?? ???? ?????,,
??? ?????           ,,?? ?????,,
??? ?????           ,,?? ???? ????,,
??? ?????           ,,?? ??? ????,,
??? ?????           ,,??? ????,,
??? ?????           ,,???,,
??? ?????           ,,?? ?? ????,,
??? ?????           ,,????,,
??? ?????           ,,????? ?????,,
??? ?????           ,,?? ??,,
??? ?????           ,,???? ??????,,
??? ?????           ,,?????,,
??? ?????           ,,????? ????,,
??? ?????           ,,??????,,
??? ?????           ,,??? ?????,,
??? ?????           ,,??????,,
??? ?????           ,,????,,
??? ?????           ,,?????,,
??? ?????           ,,?????,,
??? ?????           ,,???? ??????,,
??? ?????           ,,??? ???,,
??? ?????           ,,????? ??,,
??? ?????           ,,?????,,
??? ?????           ,,???? ????,,
??? ?????           ,,?????,,
??? ?????           ,,?????,,
??? ?????           ,,?????,,
??? ?????           ,,??????,,
??? ?????           ,,??? ?????,,
??? ?????           ,,??? ????,,
??? ?????           ,,??????,,
??? ?????           ,,??? ?????,,
??? ?????           ,,???? ????,,
??? ?????           ,,???? ???,,
??? ?????           ,,????,,
??? ?????           ,,??? ???,,
??? ?????           ,,??? ??? ???,,
??? ?????           ,,??? ??????,,
??? ?????           ,,??? ?????,,
??? ?????           ,,??????,,
??? ?????           ,,?????,,
??? ?????           ,,?????????,,
??? ?????           ,,???????,,
??? ?????           ,,??????,,
??? ?????           ,,???????,,
??? ?????           ,,??????,,
??? ?????           ,,"???""?",,
??? ?????           ,,????,,
??? ?????           ,,?????,,
??? ?????           ,,??????,,
??? ?????           ,,?????,,
??? ?????           ,,?????,,
??? ?????           ,,?????,,
??? ?????           ,,?????,,
??? ?????           ,,??????,,
??? ?????           ,,?????,,
??? ?????           ,,????,,
??? ?????           ,,??????,,
??? ?????           ,,?????,,
??? ?????           ,,???,,
??? ?????           ,,?????,,
??? ?????           ,,????,,
??? ?????           ,,????,,
??? ?????           ,,?????,,
??? ?????           ,,??????,,
??? ?????           ,,?????,,
??? ?????           ,,?????,,
??? ?????           ,,?????,,
??? ?????           ,,???????,,
??? ?????           ,,????????,,
??? ?????           ,,??? ?????,,
??? ?????           ,,????,,
??? ?????           ,,?????,,
??? ?????           ,,?????,,
??? ?????           ,,?????,,
??? ?????           ,,???????,,
??? ?????           ,,??????,,
??? ?????           ,,??????,,
??? ?????           ,,????,,
??? ?????           ,,?????????,,
??? ?????           ,,?????,,
??? ?????           ,,???????,,
??? ?????           ,,????,,
??? ?????           ,,?????,,
??? ?????           ,,??????,,
??? ?????           ,,??????,,
??? ?????           ,,????,,
??? ?????           ,,?????,,
??? ?????           ,,????? ?????,,
??? ?????           ,,??????,,
??? ?????           ,,"???""?",,
??? ?????           ,,????,,
??? ?????           ,,???????,,
??? ?????           ,,???????,,
??? ?????           ,,???????,,
??? ?????           ,,?????,,
??? ?????           ,,??????,,
??? ?????           ,,???????,,
??? ?????           ,,?????,,
??? ?????           ,,?????,,
??? ?????           ,,?????,,
??? ?????           ,,?????,,
??? ?????           ,,?????,,
??? ?????           ,,??????,,
??? ?????           ,,??????,,
??? ?????           ,,?????,,
??? ?????           ,,????????,,
??? ?????           ,,????,,
??? ?????           ,,????,,
??? ?????           ,,???????,,
??? ?????           ,,????,,
??? ?????           ,,??????,,
??? ?????           ,,??????,,
??? ?????           ,,????,,
??? ?????           ,,???????,,
??? ?????           ,,?????,,
??? ?????           ,,??????,,
??? ?????           ,,????? ??????,,
??? ?????           ,,??????,,
??? ?????           ,,????,,
??? ?????           ,,????,,
??? ?????           ,,?????,,
??? ?????           ,,?????,,
??? ?????           ,,????,,
??? ?????           ,,?????,,
??? ?????           ,,??????,,
??? ?????           ,,?????,,
??? ?????           ,,????,,
??? ?????           ,,???????,,
??? ?????           ,,??????,,
??? ?????           ,,???????,,
??? ?????           ,,???????,,
??? ?????           ,,?? ?????,,
??? ?????           ,,?? ????,,
??? ?????           ,,????????,,
??? ?????           ,,??? ?????,,
??? ?????           ,,??? ???? ???,,
??? ?????           ,,?????,,
??? ?????           ,,????,,
??? ?????           ,,????? ????,,
??? ?????           ,,????,,
??? ?????           ,,?????? ?????,,
??? ?????           ,,?????,,
??? ?????           ,,?????,,
??? ?????           ,,?????,,
??? ?????           ,,???????,,
??? ?????           ,,????,,
??? ?????           ,,?????,,
??? ?????           ,,?????,,
??? ?????           ,,??????,,
??? ?????           ,,??????,,
??? ?????           ,,?????,,
??? ?????           ,,?????,,
??? ?????           ,,??????,,
??? ?????           ,,????,,
??? ?????           ,,?????,,
??? ?????           ,,??????,,
??? ?????           ,,?????? ????,,
??? ?????           ,,?'????????,,
??? ?????           ,,??????,,
??? ?????           ,,???? ???????,,
??? ?????           ,,????,,
??? ?????           ,,????,,
??? ?????           ,,?????,,
??? ?????           ,,????? ????,,
??? ?????           ,,?????,,
??? ?????           ,,????? ??????,,
??? ?????           ,,????? ???,,
??? ?????           ,,????? ?????,,
??? ?????           ,,????? ?????,,
??? ?????           ,,????? ????,,
??? ?????           ,,????? ????,,
??? ?????           ,,????? ???,,
??? ?????           ,,????,,
??? ?????           ,,?????,,
??? ?????           ,,?????,,
??? ?????           ,,?????,,
??? ?????           ,,???,,
??? ?????           ,,??????,,
??? ?????           ,,?????,,
??? ?????           ,,?????,,
??? ?????           ,,???,,
??? ?????           ,,????,,
??? ?????           ,,????,,
??? ?????           ,,?????????,,
??? ?????           ,,???????????,,
??? ?????           ,,? ? ???,,
??? ?????           ,,??????,,
??? ?????           ,,???? ????,,
??? ?????           ,,?????,,
??? ?????           ,,??????,,
??? ?????           ,,????? ?? ???,,
??? ?????           ,,?????,,
??? ?????           ,,?????,,
??? ?????           ,,???? ????,,
??? ?????           ,,????? ???,,
??? ?????           ,,??????,,
??? ?????           ,,???? ?????,,
??? ?????           ,,?????,,
??? ?????           ,,???? ???,,
??? ?????           ,,???????,,
??? ?????           ,,???????,,
??? ?????           ,,?????,,
??? ?????           ,,??????,,
??? ?????           ,,??????,,
